10    -0.82971757650375366 -0.65860366821289062  -0.38002735376358032         0.96443372964859009 0.83427584171295166 0.51248782873153687 0.89123809337615967 0.44566786289215088 0.53295654058456421 1 0.36525022983551025 0.79984575510025024 0.30281293392181396 0.52178442478179932 0.16021251678466797 0.92997783422470093 0.073863983154296875 0.40006345510482788 0.12524360418319702 0.47475886344909668 0.95620465278625488 0.98958152532577515 0.32803195714950562 0.75910693407058716 0.74875718355178833 0.3720308244228363 0.53981620073318481 1 0.80025899410247803 0.28721854090690613 0.80584609508514404 0.17131780087947845 0.4490739107131958 0.97701472043991089 0.57448369264602661 0.64787179231643677 0.67627298831939697 0.62460881471633911 0.18278986215591431 
11    -0.86142891645431519 -0.6580004096031189  -0.36048239469528198         0.96443372964859009 0.83427584171295166 0.51248782873153687 0.89123809337615967 0.44566786289215088 0.53295654058456421 1 0.33511999249458313 0.79984575510025024 0.30281293392181396 0.52178442478179932 0.16021251678466797 0.92997783422470093 0.073863983154296875 0.40006345510482788 0.12524360418319702 0.47475886344909668 0.95620465278625488 1 0.31212344765663147 0.75910693407058716 0.74875718355178833 0.3720308244228363 0.57682913541793823 1 0.78432190418243408 0.20486187934875488 0.80584609508514404 0.17131780087947845 0.4490739107131958 0.97701472043991089 0.57448369264602661 0.64787179231643677 0.7240222692489624 0.62460881471633911 0.18278986215591431 
12    -0.89876872301101685 -0.65958881378173828  -0.32991829514503479         0.96443372964859009 0.83427584171295166 0.51248782873153687 0.89123809337615967 0.44566786289215088 0.53295654058456421 1 0.36525022983551025 0.79984575510025024 0.30281293392181396 0.52178442478179932 0.16987001895904541 0.92997783422470093 0.073863983154296875 0.40006345510482788 0.12524360418319702 0.47475886344909668 0.95620465278625488 1 0.32803195714950562 0.75910693407058716 0.74875718355178833 0.3720308244228363 0.53981620073318481 1 0.80025899410247803 0.28721854090690613 0.80584609508514404 0.17131780087947845 0.4490739107131958 0.99984580278396606 0.57448369264602661 0.52888518571853638 0.67627298831939697 0.62460881471633911 0.18278986215591431 
13    -0.82808047533035278 -0.70094317197799683  -0.37869170308113098         0.96443372964859009 0.83427584171295166 0.51248782873153687 0.89123809337615967 0.44566786289215088 0.53295654058456421 1 0.36525022983551025 0.79984575510025024 0.30281293392181396 0.52178442478179932 0.16021251678466797 0.92997783422470093 0.073863983154296875 0.40006345510482788 0.12524360418319702 0.47475886344909668 0.91384857892990112 1 0.3538881242275238 0.75910693407058716 0.83978039026260376 0.42094141244888306 0.57682913541793823 1 0.80025899410247803 0.20486187934875488 0.74523043632507324 0.17131780087947845 0.4490739107131958 0.97701472043991089 0.57448369264602661 0.6251976490020752 0.67627298831939697 0.62460881471633911 0.18278986215591431 
14    -0.84071975946426392 -0.61802297830581665  -0.3036162257194519         0.96443372964859009 0.83427584171295166 0.51248782873153687 0.89123809337615967 0.44566786289215088 0.53295654058456421 1 0.36525022983551025 0.79984575510025024 0.30281293392181396 0.52178442478179932 0.16021251678466797 0.92997783422470093 0.073863983154296875 0.40006345510482788 0.12524360418319702 0.47475886344909668 0.92787033319473267 1 0.32803195714950562 0.75910693407058716 0.74875718355178833 0.3720308244228363 0.57682913541793823 1 0.80025899410247803 0.20486187934875488 0.80584609508514404 0.17131780087947845 0.4490739107131958 0.97701472043991089 0.57448369264602661 0.64787179231643677 0.67627298831939697 0.62460881471633911 0.18278986215591431 
15    -0.87503772974014282 -0.60086655616760254  -0.52716255187988281         1 0.91512787342071533 0.58663123846054077 0.70758336782455444 0.44266358017921448 0.53295654058456421 1 0.35131546854972839 0.81717252731323242 0.31484049558639526 0.49717578291893005 0.11178712546825409 1 0.10988627374172211 0.43953621387481689 0 0.1939624547958374 1 1 0.31666195392608643 0.72686326503753662 0.6292494535446167 0.40831059217453003 0.62002813816070557 1 0.80025899410247803 0.45361065864562988 1 0.1976846307516098 0.39239341020584106 0.98341506719589233 0.55383956432342529 0.67015516757965088 0.51686739921569824 0.60819095373153687 0.18278986215591431 
16    -0.89869517087936401 -0.60168600082397461  -0.63905584812164307         1 0.91512787342071533 0.58663123846054077 0.70758336782455444 0.44266358017921448 0.53295654058456421 1 0.35131546854972839 0.81717252731323242 0.31484049558639526 0.49717578291893005 0.11178712546825409 1 0.10988627374172211 0.43177032470703125 0 0.1939624547958374 1 1 0.31666195392608643 0.72686326503753662 0.6292494535446167 0.40831059217453003 0.62002813816070557 1 0.80025899410247803 0.45361065864562988 1 0.1976846307516098 0.39239341020584106 0.98341506719589233 0.55383956432342529 0.67015516757965088 0.51686739921569824 0.60819095373153687 0.18278986215591431 
17    -0.82375031709671021 -0.60853046178817749  -0.24195145070552826         0.96443372964859009 0.83427584171295166 0.51248782873153687 0.89123809337615967 0.44566786289215088 0.53295654058456421 1 0.36525022983551025 0.79984575510025024 0.30281293392181396 0.52178442478179932 0.16021251678466797 0.92997783422470093 0.073863983154296875 0.40006345510482788 0.12524360418319702 0.47475886344909668 0.91384857892990112 1 0.32803195714950562 0.75910693407058716 0.74875718355178833 0.3720308244228363 0.57682913541793823 1 0.80025899410247803 0.20486187934875488 0.74523043632507324 0.17131780087947845 0.4490739107131958 0.97701472043991089 0.57448369264602661 0.6251976490020752 0.67627298831939697 0.62460881471633911 0.18278986215591431 
18    -0.80045109987258911 -0.67869138717651367  -0.58892863988876343         1 0.91512787342071533 0.58663123846054077 0.73508119583129883 0.44266358017921448 0.53295654058456421 1 0.35131546854972839 0.79984575510025024 0.31484049558639526 0.49717578291893005 0.11178712546825409 0.91687005758285522 0.10988627374172211 0.43177032470703125 0 0.1939624547958374 1 1 0.28187239170074463 0.71099096536636353 0.6292494535446167 0.52417898178100586 0.66365569829940796 1 0.81833481788635254 0.47349461913108826 0.97248548269271851 0.1976846307516098 0.39239341020584106 0.98341506719589233 0.55383956432342529 0.67015516757965088 0.51686739921569824 0.60819095373153687 0.18278986215591431 
19    -0.78012555837631226 -0.68873608112335205  -0.53754341602325439         0.96443372964859009 0.83427584171295166 0.51248782873153687 0.89123809337615967 0.44566786289215088 0.53295654058456421 1 0.36525022983551025 0.79984575510025024 0.30281293392181396 0.52178442478179932 0.16021251678466797 0.92997783422470093 0.073863983154296875 0.40006345510482788 0.12524360418319702 0.47475886344909668 0.91384857892990112 1 0.32803195714950562 0.75910693407058716 0.74875718355178833 0.3720308244228363 0.57682913541793823 1 0.80025899410247803 0.20486187934875488 0.80584609508514404 0.17131780087947845 0.4490739107131958 0.97701472043991089 0.57448369264602661 0.64787179231643677 0.67627298831939697 0.62460881471633911 0.18278986215591431 
20    -0.8056037425994873 -0.69945448637008667  -0.47578257322311401         0.96443372964859009 0.83427584171295166 0.51248782873153687 0.89123809337615967 0.44566786289215088 0.53295654058456421 1 0.36525022983551025 0.79984575510025024 0.30281293392181396 0.52178442478179932 0.16021251678466797 0.92997783422470093 0.073863983154296875 0.40006345510482788 0.12524360418319702 0.47475886344909668 0.95620465278625488 1 0.32803195714950562 0.75910693407058716 0.74875718355178833 0.40366640686988831 0.57682913541793823 1 0.80025899410247803 0.20486187934875488 0.80584609508514404 0.17131780087947845 0.4490739107131958 0.97701472043991089 0.57448369264602661 0.64787179231643677 0.67627298831939697 0.62460881471633911 0.18278986215591431 
21    -0.7936059832572937 -0.72326356172561646  -0.64968883991241455         1 0.83427584171295166 0.51248782873153687 0.80232274532318115 0.44566786289215088 0.53295654058456421 1 0.36525022983551025 0.79984575510025024 0.30281293392181396 0.52178442478179932 0.16021251678466797 0.92997783422470093 0.073863983154296875 0.40006345510482788 0.12524360418319702 0.47475886344909668 0.95620465278625488 1 0.31200629472732544 0.75910693407058716 0.70596951246261597 0.3720308244228363 0.57682913541793823 1 0.78432190418243408 0.20486187934875488 0.80584609508514404 0.17131780087947845 0.4490739107131958 0.94254118204116821 0.57448369264602661 0.64787179231643677 0.7240222692489624 0.62460881471633911 0.16397924721240997 
22    -0.7739410400390625 -0.76675498485565186  -0.64347660541534424         0.96443372964859009 0.83427584171295166 0.51248782873153687 0.89123809337615967 0.44566786289215088 0.53295654058456421 1 0.36525022983551025 0.79984575510025024 0.30281293392181396 0.52178442478179932 0.10291922092437744 0.92997783422470093 0.073863983154296875 0.40006345510482788 0.12524360418319702 0.47475886344909668 0.95620465278625488 0.98958152532577515 0.32803195714950562 0.75910693407058716 0.74875718355178833 0.3720308244228363 0.53981620073318481 0.96437656879425049 0.80025899410247803 0.28721854090690613 0.80584609508514404 0.17131780087947845 0.43759888410568237 0.97701472043991089 0.57448369264602661 0.64787179231643677 0.67627298831939697 0.62460881471633911 0.18278986215591431 
23    -0.78598839044570923 -0.66088449954986572  -0.24781662225723267         0.96443372964859009 0.83427584171295166 0.51248782873153687 0.89123809337615967 0.44566786289215088 0.53295654058456421 1 0.36525022983551025 0.79984575510025024 0.30281293392181396 0.52178442478179932 0.16021251678466797 0.92997783422470093 0.073863983154296875 0.40006345510482788 0.12524360418319702 0.47475886344909668 0.95620465278625488 1 0.32803195714950562 0.75910693407058716 0.74875718355178833 0.3720308244228363 0.50400137901306152 1 0.80025899410247803 0.20486187934875488 0.80584609508514404 0.17131780087947845 0.4490739107131958 0.97701472043991089 0.57448369264602661 0.59065192937850952 0.67627298831939697 0.62460881471633911 0.18278986215591431 
24    -0.7877764105796814 -0.60623914003372192  -0.20514227449893951         0.96443372964859009 0.83427584171295166 0.5986713171005249 0.89123809337615967 0.44566786289215088 0.53295654058456421 1 0.36525022983551025 0.79984575510025024 0.30281293392181396 0.52178442478179932 0.16021251678466797 0.92997783422470093 0.073863983154296875 0.40006345510482788 0.12524360418319702 0.47475886344909668 0.95620465278625488 1 0.29855206608772278 0.75910693407058716 0.74875718355178833 0.3720308244228363 0.53981620073318481 1 0.80025899410247803 0.28721854090690613 0.80584609508514404 0.17131780087947845 0.4490739107131958 0.99984580278396606 0.57448369264602661 0.64787179231643677 0.67627298831939697 0.62460881471633911 0.18278986215591431 
25    -0.81188154220581055 -0.64797168970108032  -0.26858681440353394         0.96443372964859009 0.83427584171295166 0.51663738489151001 0.89123809337615967 0.44566786289215088 0.53295654058456421 1 0.36525022983551025 0.79984575510025024 0.30281293392181396 0.52178442478179932 0.16021251678466797 0.92997783422470093 0.073863983154296875 0.40006345510482788 0.12524360418319702 0.47475886344909668 0.91384857892990112 1 0.32803195714950562 0.75910693407058716 0.6272241473197937 0.3720308244228363 0.57682913541793823 1 0.79666119813919067 0.20486187934875488 0.80584609508514404 0.17131780087947845 0.4490739107131958 0.97701472043991089 0.57448369264602661 0.64787179231643677 0.7848016619682312 0.62460881471633911 0.18278986215591431 
26    -0.78244036436080933 -0.64340835809707642  -0.16872969269752502         0.96443372964859009 0.82110416889190674 0.51663738489151001 0.89123809337615967 0.44566786289215088 0.53295654058456421 1 0.36525022983551025 0.79984575510025024 0.30281293392181396 0.52178442478179932 0.16021251678466797 0.92997783422470093 0.073863983154296875 0.40006345510482788 0.12524360418319702 0.47475886344909668 0.91384857892990112 1 0.32803195714950562 0.75910693407058716 0.6272241473197937 0.3720308244228363 0.57682913541793823 1 0.80025899410247803 0.20486187934875488 0.80584609508514404 0.17131780087947845 0.4490739107131958 0.97701472043991089 0.57448369264602661 0.64787179231643677 0.7848016619682312 0.62460881471633911 0.18278986215591431 
27    -0.85035240650177002 -0.55236631631851196  -0.33956021070480347         0.96443372964859009 0.83427584171295166 0.51248782873153687 0.89123809337615967 0.44566786289215088 0.53295654058456421 1 0.33511999249458313 0.79984575510025024 0.30281293392181396 0.52178442478179932 0.16021251678466797 0.92997783422470093 0.073863983154296875 0.40006345510482788 0.12524360418319702 0.47475886344909668 0.95620465278625488 1 0.32803195714950562 0.75910693407058716 0.74875718355178833 0.3720308244228363 0.57682913541793823 1 0.78432190418243408 0.20486187934875488 0.80584609508514404 0.17131780087947845 0.4490739107131958 0.97701472043991089 0.57448369264602661 0.64787179231643677 0.7240222692489624 0.62460881471633911 0.18278986215591431 
28    -0.9372979998588562 -0.55651694536209106  -0.55871385335922241         1 0.91512787342071533 0.58663123846054077 0.70758336782455444 0.44266358017921448 0.53295654058456421 1 0.35131546854972839 0.81717252731323242 0.31484049558639526 0.49717578291893005 0.11178712546825409 1 0.10048919171094894 0.43177032470703125 0 0.1939624547958374 1 1 0.31666195392608643 0.72686326503753662 0.6292494535446167 0.40831059217453003 0.62002813816070557 1 0.80025899410247803 0.41110247373580933 1 0.1976846307516098 0.39020964503288269 0.98341506719589233 0.55383956432342529 0.67015516757965088 0.51686739921569824 0.60819095373153687 0.18278986215591431 
29    -0.87166124582290649 -0.56639254093170166  -0.23891112208366394         0.96409153938293457 0.69300675392150879 0.64561659097671509 0.79387933015823364 0.45708078145980835 0.53295654058456421 0.92124134302139282 0.36525022983551025 0.79984575510025024 0.31899535655975342 0.52178442478179932 0.16021251678466797 0.92997783422470093 0.073863983154296875 0.41035565733909607 0.20138902962207794 0.31698903441429138 0.95595341920852661 1 0.32803195714950562 0.75783687829971313 0.6272241473197937 0.33413881063461304 0.60100317001342773 1 0.80025899410247803 0.20486187934875488 0.80584609508514404 0.17131780087947845 0.4490739107131958 0.97701472043991089 0.55531221628189087 0.64787179231643677 0.63008737564086914 0.62460881471633911 0.18278986215591431 
30    -0.91361433267593384 -0.55778646469116211  -0.53146737813949585         1 0.91512787342071533 0.58663123846054077 0.73508119583129883 0.44266358017921448 0.53295654058456421 1 0.35131546854972839 0.79984575510025024 0.31484049558639526 0.49717578291893005 0.11178712546825409 0.91687005758285522 0.10988627374172211 0.43177032470703125 0 0.1939624547958374 1 1 0.28187239170074463 0.71099096536636353 0.6292494535446167 0.52417898178100586 0.68611115217208862 1 0.81833481788635254 0.47349461913108826 0.97248548269271851 0.1976846307516098 0.39239341020584106 0.98341506719589233 0.55383956432342529 0.67015516757965088 0.51686739921569824 0.60819095373153687 0.18278986215591431 
31    -0.89087998867034912 -0.58621454238891602  -0.45575562119483948         1 0.91512787342071533 0.58663123846054077 0.70758336782455444 0.44266358017921448 0.53295654058456421 1 0.35131546854972839 0.81717252731323242 0.31484049558639526 0.49717578291893005 0.11178712546825409 1 0.10988627374172211 0.43177032470703125 0 0.1939624547958374 1 1 0.31666195392608643 0.72686326503753662 0.6292494535446167 0.40831059217453003 0.62002813816070557 1 0.80025899410247803 0.45361065864562988 1 0.1976846307516098 0.39239341020584106 0.98341506719589233 0.55383956432342529 0.67015516757965088 0.47113090753555298 0.60819095373153687 0.18278986215591431 
32    -0.86347305774688721 -0.58489322662353516  -0.54907214641571045         1 0.91512787342071533 0.58663123846054077 0.76798462867736816 0.44266358017921448 0.53295654058456421 1 0.35131546854972839 0.79984575510025024 0.31484049558639526 0.49717578291893005 0.11178712546825409 0.91687005758285522 0.10988627374172211 0.43177032470703125 0 0.1939624547958374 1 1 0.28187239170074463 0.71099096536636353 0.6292494535446167 0.52417898178100586 0.68611115217208862 1 0.81833481788635254 0.47349461913108826 1 0.1976846307516098 0.39239341020584106 0.98341506719589233 0.55383956432342529 0.67015516757965088 0.51686739921569824 0.60819095373153687 0.18278986215591431 
33    -0.87552016973495483 -0.53543603420257568  -0.44514063000679016         0.96443372964859009 0.83427584171295166 0.51663738489151001 0.89123809337615967 0.45737126469612122 0.53295654058456421 1 0.36525022983551025 0.79984575510025024 0.29725626111030579 0.52178442478179932 0.16021251678466797 0.92997783422470093 0.073863983154296875 0.40006345510482788 0.20138902962207794 0.47475886344909668 1 1 0.32803195714950562 0.75910693407058716 0.6272241473197937 0.3877352774143219 0.54889202117919922 1 0.80025899410247803 0.20486187934875488 0.99785768985748291 0.17131780087947845 0.34433570504188538 1 0.57448369264602661 0.64787179231643677 0.68615931272506714 0.62460881471633911 0.14988508820533752 
34    -0.92736440896987915 -0.53919315338134766  -0.42931833863258362         0.92410022020339966 0.91512787342071533 0.58663123846054077 0.70758336782455444 0.45708078145980835 0.53295654058456421 1 0.35131546854972839 0.79984575510025024 0.31484049558639526 0.49717578291893005 0.11178712546825409 1 0.10988627374172211 0.43177032470703125 0 0.1939624547958374 1 1 0.31666195392608643 0.71099096536636353 0.6292494535446167 0.40831059217453003 0.62002813816070557 1 0.80025899410247803 0.47349461913108826 1 0.21505844593048096 0.39239341020584106 0.98341506719589233 0.55383956432342529 0.67015516757965088 0.51686739921569824 0.60819095373153687 0.18278986215591431 
35    -0.89217287302017212 -0.54550474882125854  -0.41728323698043823         1 0.91512787342071533 0.58663123846054077 0.73508119583129883 0.44266358017921448 0.53295654058456421 1 0.35131546854972839 0.79984575510025024 0.31484049558639526 0.49717578291893005 0.11178712546825409 0.91687005758285522 0.10988627374172211 0.43177032470703125 0 0.1939624547958374 1 1 0.28187239170074463 0.71099096536636353 0.67484289407730103 0.52417898178100586 0.68611115217208862 1 0.81833481788635254 0.47349461913108826 0.97248548269271851 0.1976846307516098 0.39239341020584106 0.98341506719589233 0.55383956432342529 0.67015516757965088 0.51686739921569824 0.60819095373153687 0.18278986215591431 
36    -0.85431671142578125 -0.53472727537155151  -0.41296884417533875         1 0.56317412853240967 0.2128535658121109 0.69611632823944092 0.45708078145980835 0.51455920934677124 1 0.38623401522636414 0.79984575510025024 0.37937211990356445 0.55497086048126221 0.16021251678466797 1 0.073863983154296875 0.40006345510482788 0.18227735161781311 0.40325835347175598 0.86147671937942505 1 0.31666195392608643 0.70989954471588135 0.35015329718589783 0.26809293031692505 0.60100317001342773 0.8658447265625 0.80025899410247803 0.25696015357971191 0.80584609508514404 0.12227243185043335 0.4490739107131958 0.99239736795425415 0.55531221628189087 0.67239326238632202 0.66753900051116943 0.62460881471633911 0.18278986215591431 
37    -0.79812884330749512 -0.56778120994567871  -0.21342383325099945         0.8901665210723877 0.935810387134552 0.63505685329437256 0.84058880805969238 0.45708078145980835 0.53295654058456421 1 0.36525022983551025 0.79984575510025024 0.31899535655975342 0.52178442478179932 0.16021251678466797 0.98071074485778809 0.073863983154296875 0.40006345510482788 0.20138902962207794 0.31698903441429138 0.95595341920852661 1 0.31413537263870239 0.7083667516708374 0.6272241473197937 0.33413881063461304 0.57682913541793823 0.95696568489074707 0.80025899410247803 0.20486187934875488 0.80584609508514404 0.17131780087947845 0.4490739107131958 1 0.57448369264602661 0.64787179231643677 0.6995435357093811 0.62460881471633911 0.18278986215591431 
38    -0.81916707754135132 -0.5806768536567688  -0.15568390488624573         0.96443372964859009 0.83427584171295166 0.51248782873153687 0.89123809337615967 0.44566786289215088 0.53295654058456421 1 0.36525022983551025 0.79984575510025024 0.30281293392181396 0.52178442478179932 0.16021251678466797 0.92997783422470093 0.073863983154296875 0.40006345510482788 0.12524360418319702 0.47475886344909668 0.95620465278625488 1 0.32803195714950562 0.75910693407058716 0.74875718355178833 0.3720308244228363 0.57682913541793823 1 0.80025899410247803 0.20486187934875488 0.80584609508514404 0.17131780087947845 0.4490739107131958 0.97701472043991089 0.57448369264602661 0.64787179231643677 0.67627298831939697 0.62460881471633911 0.18278986215591431 
39    -0.84289669990539551 -0.57543009519577026  -0.32529175281524658         0.96409153938293457 0.7557826042175293 0.63505685329437256 0.79387933015823364 0.43205204606056213 0.53295654058456421 0.97778040170669556 0.36525022983551025 0.79984575510025024 0.31899535655975342 0.52178442478179932 0.16021251678466797 0.92997783422470093 0.073863983154296875 0.40006345510482788 0.20138902962207794 0.31698903441429138 0.99693673849105835 1 0.32803195714950562 0.75910693407058716 0.6272241473197937 0.33413881063461304 0.60100317001342773 1 0.80025899410247803 0.20486187934875488 0.80584609508514404 0.17131780087947845 0.4490739107131958 0.97701472043991089 0.5806584358215332 0.72595024108886719 0.63008737564086914 0.62460881471633911 0.18278986215591431 
40    -0.83967196941375732 -0.59392756223678589  -0.31960800290107727         1 0.88008886575698853 0.55235695838928223 0.72191941738128662 0.41032761335372925 0.53295654058456421 0.85850954055786133 0.35131546854972839 0.80743628740310669 0.31484049558639526 0.52178442478179932 0.11178712546825409 1 0.10988627374172211 0.43177032470703125 0.078919865190982819 0.30378708243370056 1 1 0.30459573864936829 0.66653263568878174 0.72008132934570312 0.46700197458267212 0.62002813816070557 1 0.80025899410247803 0.46578630805015564 0.90452766418457031 0.21505844593048096 0.37955176830291748 0.98341506719589233 0.55383956432342529 0.62206822633743286 0.67793053388595581 0.60819095373153687 0.18278986215591431 
41    -0.79146683216094971 -0.58751595020294189  -0.13587033748626709         0.96443372964859009 0.83427584171295166 0.51248782873153687 0.89123809337615967 0.44566786289215088 0.53295654058456421 1 0.36525022983551025 0.79984575510025024 0.30281293392181396 0.52178442478179932 0.16021251678466797 0.92997783422470093 0.073863983154296875 0.40006345510482788 0.088606178760528564 0.555145263671875 0.95620465278625488 1 0.29855206608772278 0.75910693407058716 0.74875718355178833 0.42093810439109802 0.53981620073318481 1 0.80025899410247803 0.28721854090690613 0.80584609508514404 0.17131780087947845 0.39707154035568237 0.99984580278396606 0.57448369264602661 0.64787179231643677 0.67627298831939697 0.62460881471633911 0.18278986215591431 
